movieId,title
31878,Kung Fu Hustle (Gong fu) (2004)
32031,Robots (2005)
32587,Sin City (2005)
33004,"Hitchhiker's Guide to the Galaxy, The (2005)"
33162,Kingdom of Heaven (2005)
33166,Crash (2004)
33493,Star Wars: Episode III - Revenge of the Sith (2005)
33615,Madagascar (2005)
33660,Cinderella Man (2005)
33679,Mr. & Mrs. Smith (2005)
33794,Batman Begins (2005)
33836,Bewitched (2005)
34048,War of the Worlds (2005)
34072,"March of the Penguins (Marche de l'empereur, La) (2005)"
34150,Fantastic Four (2005)
34162,Wedding Crashers (2005)
34319,"Island, The (2005)"
34405,Serenity (2005)
34437,Broken Flowers (2005)
34520,"Dukes of Hazzard, The (2005)"
35836,"40-Year-Old Virgin, The (2005)"
36401,"Brothers Grimm, The (2005)"
36517,"Constant Gardener, The (2005)"
36519,Transporter 2 (2005)
36529,Lord of War (2005)
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005)
37384,Waiting... (2005)
37386,Aeon Flux (2005)
37727,Flightplan (2005)
37729,Corpse Bride (2005)
37733,"History of Violence, A (2005)"
37741,Capote (2005)
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
38061,Kiss Kiss Bang Bang (2005)
39183,Brokeback Mountain (2005)
39292,"Good Night, and Good Luck. (2005)"
39446,Saw II (2005)
40278,Jarhead (2005)
40583,Syriana (2005)
40629,Pride & Prejudice (2005)
40732,"Descent, The (2005)"
40815,Harry Potter and the Goblet of Fire (2005)
40819,Walk the Line (2005)
41285,Match Point (2005)
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
41569,King Kong (2005)
41571,Memoirs of a Geisha (2005)
41997,Munich (2005)
42011,Fun with Dick and Jane (2005)
42723,Hostel (2005)
42738,Underworld: Evolution (2006)
43928,Ultraviolet (2006)
44022,Ice Age 2: The Meltdown (2006)
44191,V for Vendetta (2006)
44195,Thank You for Smoking (2006)
44199,Inside Man (2006)
44555,"Lives of Others, The (Das leben der Anderen) (2006)"
44665,Lucky Number Slevin (2006)
44761,Brick (2005)
44840,"Benchwarmers, The (2006)"
44972,Scary Movie 4 (2006)
44974,Hard Candy (2005)
45081,Silent Hill (2006)
45186,Mission: Impossible III (2006)
45431,Over the Hedge (2006)
45447,"Da Vinci Code, The (2006)"
45499,X-Men: The Last Stand (2006)
45501,"Break-Up, The (2006)"
45517,Cars (2006)
45666,Nacho Libre (2006)
45672,Click (2006)
45720,"Devil Wears Prada, The (2006)"
45722,Pirates of the Caribbean: Dead Man's Chest (2006)
45728,Clerks II (2006)
45880,Marie Antoinette (2006)
45950,"Inconvenient Truth, An (2006)"
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"
46530,Superman Returns (2006)
46578,Little Miss Sunshine (2006)
46723,Babel (2006)
46965,Snakes on a Plane (2006)
46970,Talladega Nights: The Ballad of Ricky Bobby (2006)
46972,Night at the Museum (2006)
46976,Stranger than Fiction (2006)
47099,"Pursuit of Happyness, The (2006)"
47200,Crank (2006)
47518,Accepted (2006)
47610,"Illusionist, The (2006)"
47629,The Queen (2006)
47997,Idiocracy (2006)
48043,"Fountain, The (2006)"
48082,"Science of Sleep, The (La science des rêves) (2006)"
48304,Apocalypto (2006)
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
48516,"Departed, The (2006)"
48738,"Last King of Scotland, The (2006)"
48774,Children of Men (2006)
48780,"Prestige, The (2006)"
48783,Flags of Our Fathers (2006)
48877,Saw III (2006)
49272,Casino Royale (2006)
49274,Happy Feet (2006)
49278,Déjà Vu (Deja Vu) (2006)
49286,"Holiday, The (2006)"
49530,Blood Diamond (2006)
49649,Eragon (2006)
49651,Rocky Balboa (2006)
50068,Letters from Iwo Jima (2006)
50872,Ratatouille (2007)
51077,Ghost Rider (2007)
51086,"Number 23, The (2007)"
51255,Hot Fuzz (2007)
51412,Next (2007)
51540,Zodiac (2007)
51662,300 (2007)
51935,Shooter (2007)
52245,Blades of Glory (2007)
52281,Grindhouse (2007)
52287,Meet the Robinsons (2007)
52328,Sunshine (2007)
52435,How the Grinch Stole Christmas! (1966)
52604,Fracture (2007)
52722,Spider-Man 3 (2007)
52973,Knocked Up (2007)
52975,Hairspray (2007)
53000,28 Weeks Later (2007)
53121,Shrek the Third (2007)
53125,Pirates of the Caribbean: At World's End (2007)
53322,Ocean's Thirteen (2007)
53464,Fantastic Four: Rise of the Silver Surfer (2007)
53519,Death Proof (2007)
53894,Sicko (2007)
53953,1408 (2007)
53972,Live Free or Die Hard (2007)
53993,Evan Almighty (2007)
53996,Transformers (2007)
54001,Harry Potter and the Order of the Phoenix (2007)
54004,I Now Pronounce You Chuck and Larry (2007)
54190,Across the Universe (2007)
54259,Stardust (2007)
54272,"Simpsons Movie, The (2007)"
54286,"Bourne Ultimatum, The (2007)"
54503,Superbad (2007)
54881,"King of Kong, The (2007)"
54995,Planet Terror (2007)
54997,3:10 to Yuma (2007)
54999,Shoot 'Em Up (2007)
55052,Atonement (2007)
55118,Eastern Promises (2007)
55247,Into the Wild (2007)
55269,"Darjeeling Limited, The (2007)"
55276,Michael Clayton (2007)
55282,30 Days of Night (2007)
55290,Gone Baby Gone (2007)
55442,Persepolis (2007)
55765,American Gangster (2007)
55820,No Country for Old Men (2007)
56145,"Mist, The (2007)"
56152,Enchanted (2007)
56171,"Golden Compass, The (2007)"
56174,I Am Legend (2007)
56367,Juno (2007)
56587,"Bucket List, The (2007)"
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007)
56775,National Treasure: Book of Secrets (2007)
56782,There Will Be Blood (2007)
56941,P.S. I Love You (2007)
56949,27 Dresses (2008)
57368,Cloverfield (2008)
57640,Hellboy II: The Golden Army (2008)
57669,In Bruges (2008)
58025,Jumper (2008)
58047,"Definitely, Maybe (2008)"
58293,"10,000 BC (2008)"
58295,"Bank Job, The (2008)"
58559,"Dark Knight, The (2008)"
58803,21 (2008)
58998,Forgetting Sarah Marshall (2008)
59022,Harold & Kumar Escape from Guantanamo Bay (2008)
59258,Baby Mama (2008)
59315,Iron Man (2008)
59369,Taken (2008)
59387,"Fall, The (2006)"
59501,"Chronicles of Narnia: Prince Caspian, The (2008)"
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008)
59725,Sex and the City (2008)
59784,Kung Fu Panda (2008)
59900,You Don't Mess with the Zohan (2008)
60040,"Incredible Hulk, The (2008)"
60069,WALL·E (2008)
60072,Wanted (2008)
60074,Hancock (2008)
60126,Get Smart (2008)
60397,Mamma Mia! (2008)
60684,Watchmen (2009)
60756,Step Brothers (2008)
60950,Vicky Cristina Barcelona (2008)
61024,Pineapple Express (2008)
61132,Tropic Thunder (2008)
61240,Let the Right One In (Låt den rätte komma in) (2008)
61323,Burn After Reading (2008)
62374,Body of Lies (2008)
62434,Zack and Miri Make a Porno (2008)
62849,RocknRolla (2008)
62999,Madagascar: Escape 2 Africa (2008)
63082,Slumdog Millionaire (2008)
63113,Quantum of Solace (2008)
63131,Role Models (2008)
63859,Bolt (2008)
63876,Milk (2008)
63992,Twilight (2008)
64614,Gran Torino (2008)
64716,Seven Pounds (2008)
64839,"Wrestler, The (2008)"
64957,"Curious Case of Benjamin Button, The (2008)"
64969,Yes Man (2008)
64983,Valkyrie (2008)
65088,Bedtime Stories (2008)
65230,Marley & Me (2008)
65261,Ponyo (Gake no ue no Ponyo) (2008)
66097,Coraline (2009)
66203,He's Just Not That Into You (2009)
66934,Dr. Horrible's Sing-Along Blog (2008)
67087,"I Love You, Man (2009)"
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
67734,Adventureland (2009)
68157,Inglourious Basterds (2009)
68237,Moon (2009)
68319,X-Men Origins: Wolverine (2009)
68358,Star Trek (2009)
68554,Angels & Demons (2009)
68791,Terminator Salvation (2009)
68954,Up (2009)
69122,"Hangover, The (2009)"
69406,"Proposal, The (2009)"
69481,"Hurt Locker, The (2008)"
69526,Transformers: Revenge of the Fallen (2009)
69644,Ice Age: Dawn of the Dinosaurs (2009)
69757,(500) Days of Summer (2009)
69844,Harry Potter and the Half-Blood Prince (2009)
69951,"Imaginarium of Doctor Parnassus, The (2009)"
70183,"Ugly Truth, The (2009)"
70286,District 9 (2009)
70293,Julie & Julia (2009)
71057,9 (2009)
71264,Cloudy with a Chance of Meatballs (2009)
71464,"Serious Man, A (2009)"
71530,Surrogates (2009)
71535,Zombieland (2009)
71745,Where the Wild Things Are (2009)
72011,Up in the Air (2009)
72226,Fantastic Mr. Fox (2009)
72378,2012 (2009)
72641,"Blind Side, The  (2009)"
72737,"Princess and the Frog, The (2009)"
72998,Avatar (2009)
73017,Sherlock Holmes (2009)
73321,"Book of Eli, The (2010)"
74458,Shutter Island (2010)
74789,Alice in Wonderland (2010)
76077,Hot Tub Time Machine (2010)
76093,How to Train Your Dragon (2010)
76175,Clash of the Titans (2010)
76251,Kick-Ass (2010)
76293,Date Night (2010)
77455,Exit Through the Gift Shop (2010)
77561,Iron Man 2 (2010)
78105,Prince of Persia: The Sands of Time (2010)
78469,"A-Team, The (2010)"
78499,Toy Story 3 (2010)
79091,Despicable Me (2010)
79132,Inception (2010)
79293,Salt (2010)
79592,"Other Guys, The (2010)"
79695,"Expendables, The (2010)"
79702,Scott Pilgrim vs. the World (2010)
80219,Machete (2010)
80463,"Social Network, The (2010)"
80489,"Town, The (2010)"
80549,Easy A (2010)
80906,Inside Job (2010)
81229,Red (2010)
81562,127 Hours (2010)
81564,Megamind (2010)
81591,Black Swan (2010)
81834,Harry Potter and the Deathly Hallows: Part 1 (2010)
81845,"King's Speech, The (2010)"
81847,Tangled (2010)
81932,"Fighter, The (2010)"
82459,True Grit (2010)
82461,Tron: Legacy (2010)
83134,Tucker & Dale vs Evil (2010)
83349,"Green Hornet, The (2011)"
84152,Limitless (2011)
84374,No Strings Attached (2011)
84772,Paul (2011)
84944,Rango (2011)
84954,"Adjustment Bureau, The (2011)"
85414,Source Code (2011)
85510,Sucker Punch (2011)
86190,Hanna (2011)
86332,Thor (2011)
86833,Bridesmaids (2011)
86880,Pirates of the Caribbean: On Stranger Tides (2011)
86882,Midnight in Paris (2011)
86911,"Hangover Part II, The (2011)"
87222,Kung Fu Panda 2 (2011)
87232,X-Men: First Class (2011)
87306,Super 8 (2011)
87520,Transformers: Dark of the Moon (2011)
87869,Horrible Bosses (2011)
88125,Harry Potter and the Deathly Hallows: Part 2 (2011)
88129,Drive (2011)
88140,Captain America: The First Avenger (2011)
88163,"Crazy, Stupid, Love. (2011)"
88405,Friends with Benefits (2011)
88744,Rise of the Planet of the Apes (2011)
88810,"Help, The (2011)"
89470,Contagion (2011)
89492,Moneyball (2011)
89745,"Avengers, The (2012)"
89774,Warrior (2011)
89864,50/50 (2011)
89904,The Artist (2011)
90405,In Time (2011)
90746,"Adventures of Tintin, The (2011)"
90866,Hugo (2011)
91077,"Descendants, The (2011)"
91500,The Hunger Games (2012)
91529,"Dark Knight Rises, The (2012)"
91535,"Bourne Legacy, The (2012)"
91542,Sherlock Holmes: A Game of Shadows (2011)
91630,Mission: Impossible - Ghost Protocol (2011)
91658,"Girl with the Dragon Tattoo, The (2011)"
92259,Intouchables (2011)
93326,This Means War (2012)
93363,John Carter (2012)
93510,21 Jump Street (2012)
93840,"Cabin in the Woods, The (2012)"
94677,"Dictator, The (2012)"
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012)
94864,Prometheus (2012)
94959,Moonrise Kingdom (2012)
95167,Brave (2012)
95441,Ted (2012)
95510,"Amazing Spider-Man, The (2012)"
96079,Skyfall (2012)
96588,Pitch Perfect (2012)
96610,Looper (2012)
96737,Dredd (2012)
96821,"Perks of Being a Wallflower, The (2012)"
97225,Hotel Transylvania (2012)
97304,Argo (2012)
97306,Seven Psychopaths (2012)
97752,Cloud Atlas (2012)
97913,Wreck-It Ralph (2012)
97921,Silver Linings Playbook (2012)
97938,Life of Pi (2012)
98243,Rise of the Guardians (2012)
98809,"Hobbit: An Unexpected Journey, The (2012)"
98961,Zero Dark Thirty (2012)
99007,Warm Bodies (2013)
99112,Jack Reacher (2012)
99114,Django Unchained (2012)
101864,Oblivion (2013)
102123,This Is the End (2013)
102125,Iron Man 3 (2013)
102407,"Great Gatsby, The (2013)"
102445,Star Trek Into Darkness (2013)
102903,Now You See Me (2013)
103042,Man of Steel (2013)
103141,Monsters University (2013)
103228,Pacific Rim (2013)
103249,World War Z (2013)
103253,Elysium (2013)
103335,Despicable Me 2 (2013)
103341,"World's End, The (2013)"
103772,"Wolverine, The (2013)"
104211,We're the Millers (2013)
104241,Kick-Ass 2 (2013)
104374,About Time (2013)
104841,Gravity (2013)
104879,Prisoners (2013)
104913,Rush (2013)
105504,Captain Phillips (2013)
105844,12 Years a Slave (2013)
106002,Ender's Game (2013)
106072,Thor: The Dark World (2013)
106100,Dallas Buyers Club (2013)
106487,The Hunger Games: Catching Fire (2013)
106489,"Hobbit: The Desolation of Smaug, The (2013)"
106696,Frozen (2013)
106782,"Wolf of Wall Street, The (2013)"
106916,American Hustle (2013)
106918,"Secret Life of Walter Mitty, The (2013)"
106920,Her (2013)
107348,Anchorman 2: The Legend Continues (2013)
107406,Snowpiercer (2013)
108190,Divergent (2014)
108932,The Lego Movie (2014)
109374,"Grand Budapest Hotel, The (2014)"
109487,Interstellar (2014)
110102,Captain America: The Winter Soldier (2014)
110553,The Amazing Spider-Man 2 (2014)
111113,Neighbors (2014)
111360,Lucy (2014)
111362,X-Men: Days of Future Past (2014)
111364,Godzilla (2014)
111659,Maleficent (2014)
111743,A Million Ways to Die in the West (2014)
111759,Edge of Tomorrow (2014)
111781,Mission: Impossible - Rogue Nation (2015)
112138,22 Jump Street (2014)
112175,How to Train Your Dragon 2 (2014)
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
112290,Boyhood (2014)
112552,Whiplash (2014)
112556,Gone Girl (2014)
112623,Dawn of the Planet of the Apes (2014)
112852,Guardians of the Galaxy (2014)
114180,"Maze Runner, The (2014)"
114662,American Sniper (2014)
115149,John Wick (2014)
115210,Fury (2014)
115569,Nightcrawler (2014)
115617,Big Hero 6 (2014)
115713,Ex Machina (2015)
116797,The Imitation Game (2014)
116823,The Hunger Games: Mockingjay - Part 1 (2014)
117176,The Theory of Everything (2014)
117529,Jurassic World (2015)
117590,Horrible Bosses 2 (2014)
118696,The Hobbit: The Battle of the Five Armies (2014)
119141,The Interview (2014)
119145,Kingsman: The Secret Service (2015)
122882,Mad Max: Fury Road (2015)
122886,Star Wars: Episode VII - The Force Awakens (2015)
122892,Avengers: Age of Ultron (2015)
122900,Ant-Man (2015)
122904,Deadpool (2016)
122906,Black Panther (2017)
122912,Avengers: Infinity War - Part I (2018)
122916,Thor: Ragnarok (2017)
122918,Guardians of the Galaxy 2 (2017)
122920,Captain America: Civil War (2016)
122922,Doctor Strange (2016)
122924,X-Men: Apocalypse (2016)
122926,Untitled Spider-Man Reboot (2017)
128360,The Hateful Eight (2015)
134130,The Martian (2015)
134368,Spy (2015)
134853,Inside Out (2015)
135143,Fantastic Beasts and Where to Find Them (2016)
135536,Suicide Squad (2016)
135569,Star Trek Beyond (2016)
135887,Minions (2015)
136020,Spectre (2015)
136864,Batman v Superman: Dawn of Justice (2016)
137857,The Jungle Book (2016)
138036,The Man from U.N.C.L.E. (2015)
139385,The Revenant (2015)
139644,Sicario (2015)
140110,The Intern (2015)
142488,Spotlight (2015)
143355,Wonder Woman (2017)
148626,"Big Short, The (2015)"
152077,10 Cloverfield Lane (2016)
152081,Zootopia (2016)
157296,Finding Dory (2016)
158238,The Nice Guys (2016)
159093,Now You See Me 2 (2016)
164179,Arrival (2016)
166528,Rogue One: A Star Wars Story (2016)
168250,Get Out (2017)
168252,Logan (2017)
174055,Dunkirk (2017)
176371,Blade Runner 2049 (2017)
177765,Coco (2017)
179819,Star Wars: The Last Jedi (2017)
187593,Deadpool 2 (2018)
